,Category,tweet,polarity,analysis
288,ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0.5,Positive
289,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",0.5,Positive
290,ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",0.44999999999999996,Positive
291,ham,Hey you told your name to gautham ah?,0.0,Neutral
292,ham,Haf u found him? I feel so stupid da v cam was working.,-0.7999999999999999,Negative
293,ham,Oops. 4 got that bit.,0.0,Neutral
294,ham,Are you this much buzy,0.2,Positive
295,ham,I accidentally deleted the message. Resend please.,0.0,Neutral
296,spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,0.4,Positive
297,ham,Unless it's a situation where YOU GO GURL would be more appropriate,0.5,Positive
298,ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,0.13333333333333333,Positive
299,ham,I cant pick the phone right now. Pls send a message,0.2857142857142857,Positive
300,ham,Need a coffee run tomo?Can't believe it's that time of week already,0.0,Neutral
301,ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",0.3525,Positive
302,ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",-0.425,Negative
303,ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,0.625,Positive
304,ham,He is a womdarfull actor,0.0,Neutral
305,spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",-0.1875,Negative
306,ham,Yup... From what i remb... I think should be can book...,0.0,Neutral
307,ham,Jos ask if u wana meet up?,0.0,Neutral
308,ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,0.8,Positive
309,spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",0.4,Positive
310,ham,Where are the garage keys? They aren't on the bookshelf,0.0,Neutral
311,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,0.0,Neutral
312,spam,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",0.5071428571428571,Positive
313,ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,0.0,Neutral
314,ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",0.175,Positive
315,ham,You made my day. Do have a great day too.,0.8,Positive
316,ham,K.k:)advance happy pongal.,0.8,Positive
317,ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",0.2,Positive
318,ham,"Not really dude, have no friends i'm afraid :(",-0.48333333333333334,Negative
319,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,0.35,Positive
320,ham,"Coffee cake, i guess...",0.0,Neutral
321,ham,"Merry Christmas to you too babe, i love ya *kisses*",0.5,Positive
322,ham,Hey... Why dont we just go watch x men and have lunch... Haha,0.2,Positive
323,ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,0.04999999999999999,Positive
324,ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,0.85,Positive
325,ham,No problem. How are you doing?,0.0,Neutral
326,ham,No calls..messages..missed calls,0.0,Neutral
327,ham,Hi da:)how is the todays class?,0.0,Neutral
328,ham,"I'd say that's a good sign but, well, you know my track record at reading women",0.7,Positive
329,ham,"Cool, text me when you're parked",0.35,Positive
330,ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,0.4,Positive
331,ham,K.k:)apo k.good movie.,0.0,Neutral
332,ham,Maybe i could get book out tomo then return it immediately ..? Or something.,0.0,Neutral
333,spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,0.075,Positive
334,ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,-0.175,Negative
335,spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,0.7232142857142857,Positive
336,ham,"Ta-Daaaaa! I am home babe, are you still up ?",0.0,Neutral
337,ham,Cool. So how come you havent been wined and dined before?,0.35,Positive
338,ham,Just sleeping..and surfing,0.0,Neutral
339,ham,"Sorry, I'll call later",-0.25,Negative
340,ham,U calling me right? Call my hand phone...,0.2857142857142857,Positive
341,ham,Ok that's great thanx a lot.,0.65,Positive
342,ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,0.8,Positive
343,ham,Where u been hiding stranger?,0.0,Neutral
344,ham,Am not interested to do like that.,-0.125,Negative
345,ham,My sister cleared two round in birla soft yesterday.,-0.05,Negative
346,ham,Gudnite....tc...practice going on,0.0,Neutral
347,ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,0.0,Neutral
348,ham,One small prestige problem now.,-0.25,Negative
349,spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,0.0,Neutral
350,ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,0.5,Positive
351,ham,"Nah can't help you there, I've never had an iphone",0.0,Neutral
352,ham,If you're not in my car in an hour and a half I'm going apeshit,-0.16666666666666666,Negative
353,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",-0.1416666666666667,Negative
354,ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,0.3,Positive
355,ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,-0.5,Negative
356,ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",0.6083333333333334,Positive
357,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0.4,Positive
358,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,0.0,Neutral
359,ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",-0.3,Negative
360,ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",-0.33125,Negative
361,ham,Ha ha cool cool chikku chikku:-):-DB-),0.35,Positive
362,ham,Oh ok no prob..,0.5,Positive
363,ham,Check audrey's status right now,0.2857142857142857,Positive
364,ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,0.07878787878787878,Positive
365,ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",0.515,Positive
366,ham,Well i know Z will take care of me. So no worries.,0.0,Neutral
367,spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",0.3333333333333333,Positive
368,spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,0.0,Neutral
369,ham,Wat uniform? In where get?,0.0,Neutral
370,ham,"Cool, text me when you're ready",0.275,Positive
371,ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",0.5,Positive
372,ham,I will spoil you in bed as well :),0.5,Positive
373,ham,I'm going for bath will msg you next  &lt;#&gt;  min..,0.0,Neutral
374,ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,0.1,Positive
375,spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",0.2,Positive
376,ham,Can you say what happen,0.0,Neutral
377,ham,You could have seen me..i did't recognise you Face.:),0.5,Positive
378,ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,0.06818181818181818,Positive
379,ham,Keep my payasam there if rinu brings,0.0,Neutral
380,ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,0.0,Neutral
381,ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",0.15,Positive
382,ham,"Yeah sure, give me a couple minutes to track down my wallet",0.17222222222222222,Positive
383,ham,Hey leave it. not a big deal:-) take care.,0.25,Positive
384,ham,Hey i will be late ah... Meet you at 945+,-0.3,Negative
385,spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",0.26666666666666666,Positive
386,ham,It took Mr owl 3 licks,0.0,Neutral
387,ham,Customer place i will call you.,0.0,Neutral
388,ham,Mm that time you dont like fun,0.3,Positive
389,spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,0.30833333333333335,Positive
390,ham,Yup having my lunch buffet now.. U eat already?,0.0,Neutral
391,ham,Huh so late... Fr dinner?,-0.3,Negative
392,ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?,0.0,Neutral
393,ham,Morning only i can ok.,0.25,Positive
394,ham,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,-0.11851851851851854,Negative
395,ham,Pick you up bout 7.30ish? What time are  and that going?,0.0,Neutral
396,ham,From here after The performance award is calculated every two month.not for current one month period..,0.0,Neutral
397,ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,0.0,Neutral
398,ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",0.25,Positive
399,ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",0.75,Positive
400,ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,0.3333333333333333,Positive
401,spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",0.37187499999999996,Positive
402,ham,Dear how is chechi. Did you talk to her,0.0,Neutral
403,ham,The hair cream has not been shipped.,0.0,Neutral
404,ham,None of that's happening til you get here though,0.0,Neutral
405,ham,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",0.8,Positive
406,ham,"Haha get used to driving to usf man, I know a lot of stoners",0.2,Positive
407,ham,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,0.004999999999999993,Positive
